,25,50,75,100
resampled_1.nex,3,1,8,8
resampled_2.nex,2,6,19,5
resampled_3.nex,2,1,19,4
resampled_5.nex,2,3,2,7
resampled_6.nex,3,5,2,2
resampled_7.nex,2,2,2,2
resampled_8.nex,1,3,2,3
resampled_9.nex,1,6,3,13
resampled_10.nex,5,3,3,9
