#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:resampled_4" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:resampled_4" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:resampled_4" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.resampled_4" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:resampled_4" name="distribution" x="@birthRate.t:resampled_4">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="RateACPrior.s:resampled_4" name="distribution">
#            <parameter id="rateAC.s:resampled_4" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.1" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:resampled_4" name="distribution">
#            <parameter id="rateAG.s:resampled_4" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.core.parameter.RealParameter">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:resampled_4" name="distribution">
#            <parameter id="rateAT.s:resampled_4" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:resampled_4" name="distribution">
#            <parameter id="rateCG.s:resampled_4" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:resampled_4" name="distribution">
#            <parameter id="rateGT.s:resampled_4" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.4" name="distr">
#                <parameter estimate="false" id="RealParameter.8" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.9" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@resampled_4" id="treeLikelihood.resampled_4" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:resampled_4">
#            <siteModel id="SiteModel.s:resampled_4" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:resampled_4" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:resampled_4" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:resampled_4" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:resampled_4" rateAC="@rateAC.s:resampled_4" rateAG="@rateAG.s:resampled_4" rateAT="@rateAT.s:resampled_4" rateCG="@rateCG.s:resampled_4" rateGT="@rateGT.s:resampled_4" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:resampled_4" lower="0.0" name="rateCT" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:resampled_4" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:resampled_4" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:resampled_4" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:resampled_4" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	rateAC	rateAG	rateAT	rateCG	rateGT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate
0	-3540.1795388300307	-3515.8577927127053	-24.32174611732537	-3515.8577927127053	2.832697642688556	1.0	1.0	1.0	1.0	1.0	0.25	0.25	0.25	0.25	-8.417046479790205	1.0
1000	-1074.908147034397	-1109.0213949806594	34.11324794626238	-1109.0213949806594	0.03201187026089142	1.572850299248886	1.0	1.0	1.0	1.0	0.25	0.25	0.25	0.25	50.50547759179422	10.667258328873508
2000	-1005.283527891522	-1085.119306342527	79.8357784510049	-1085.119306342527	0.016451016358983717	1.578477750455642	1.0	1.0	1.0	1.0	0.25	0.25	0.25	0.25	96.23196375045318	219.4574890434415
3000	-989.2649704128974	-1075.8126855821818	86.54771516928436	-1075.8126855821818	0.012214579282082014	1.024763157680611	2.8304121195963488	0.5756438985712421	1.0	1.0	0.25	0.25133357176767274	0.24866642823232724	0.25	102.99096303359977	307.852727539762
4000	-981.2032118799883	-1069.2230080480804	88.0197961680921	-1069.2230080480804	0.015387703228465614	1.024763157680611	2.6066476767468476	0.7589450871295443	1.140423471155106	1.0	0.25	0.24184135376783517	0.2581586462321648	0.25	104.7934366528242	399.95235721519913
5000	-981.4781946491615	-1065.012415169447	83.53422052028547	-1065.012415169447	0.015165236280631284	1.024763157680611	2.6066476767468476	0.6521102629091112	0.601409516078538	1.0	0.25	0.24184135376783517	0.2581586462321648	0.25	99.49126124950295	182.72817402733307
6000	-971.0672846964233	-1055.9871520162797	84.91986731985637	-1055.9871520162797	0.01895376141598391	0.6500728617806008	1.903126349706831	0.6521102629091112	0.601409516078538	0.6781018229157034	0.24557116731853554	0.23306691518869993	0.2696515069280057	0.2517104105647588	99.67182382565946	281.31119476194635
7000	-974.394171298075	-1057.9799900097735	83.58581871169845	-1057.9799900097735	0.018765028534453464	0.6500728617806008	1.4986317789873544	0.37576078259437096	0.2671189697223333	0.6781018229157034	0.24148458436836054	0.23456112993335504	0.2758528036693405	0.2481014820289439	96.73478757306832	220.1226575089757
8000	-965.6404136670317	-1052.1241078757605	86.48369420872878	-1052.1241078757605	0.018673305539637062	0.8006296778326554	1.4986317789873544	0.37576078259437096	0.2671189697223333	0.6781018229157034	0.24148458436836054	0.23456112993335504	0.2778960981595984	0.246058187538686	99.84561711222412	283.5954316917607
9000	-967.0091323574685	-1055.2765901118519	88.26745775438341	-1055.2765901118519	0.01723175732750218	0.44538231502777226	1.4986317789873544	0.37576078259437096	0.2671189697223333	0.6781018229157034	0.24420184396417804	0.23184387033753753	0.2778960981595984	0.246058187538686	101.03671372781038	177.13216492866079
10000	-975.0891528273528	-1061.890810577062	86.8016577497092	-1061.890810577062	0.01664237366449208	0.4636582582398499	1.4986317789873544	0.37576078259437096	0.35088363547132767	0.6781018229157034	0.24420184396417804	0.23184387033753753	0.2778960981595984	0.246058187538686	99.87844424989255	436.84395957280356
11000	-967.7079406400393	-1057.0798381194704	89.37189747943115	-1057.0798381194704	0.01469713179512155	0.35240181959473893	1.4986317789873544	0.2504757596003291	0.35088363547132767	0.7514250172352057	0.24420184396417804	0.2347942024358949	0.28748297616528123	0.23352097743464578	101.88393445001407	195.8244358321282
12000	-971.3401103035208	-1056.4179149213837	85.07780461786297	-1056.4179149213837	0.018810088271647735	0.3481183300512405	1.4986317789873544	0.13801997079264577	0.18556703373682673	0.7514250172352057	0.24420184396417804	0.2347942024358949	0.28748297616528123	0.23352097743464578	96.37866576684775	305.5573194288321
13000	-973.9488197465346	-1058.5542524224443	84.60543267590964	-1058.5542524224443	0.022151371610983933	0.3198483167617559	2.0550567079653574	0.15528956492515494	0.18556703373682673	0.7416158007458097	0.23639866594251993	0.24259738045755302	0.28748297616528123	0.23352097743464578	96.25105204834219	265.672118635948
14000	-960.6038474254578	-1053.037872110649	92.43402468519113	-1053.037872110649	0.014240700527783878	0.717181385864083	2.0550567079653574	0.11700594650063688	0.18556703373682673	0.59734987551275	0.22987768863434668	0.2494839806193436	0.28711735331166394	0.23352097743464578	104.39380488457118	320.81528307061967
15000	-972.7562214804543	-1058.5481828878865	85.79196140743215	-1058.5481828878865	0.019605698852117468	0.717181385864083	1.567560324643922	0.29236201269379714	0.18556703373682673	0.59734987551275	0.2231434883125062	0.2494839806193436	0.28711735331166394	0.24025517775648628	98.3576382205612	245.88402009352149
16000	-972.8201540812494	-1059.4559753167891	86.63582123553975	-1059.4559753167891	0.011896078238911222	0.9974121579726436	1.7062099708686755	0.09631110727843958	0.18556703373682673	0.59734987551275	0.2231434883125062	0.2494839806193436	0.28711735331166394	0.24025517775648628	98.5558196941826	259.57516175684265
17000	-976.9487030618498	-1065.8010170865307	88.852314024681	-1065.8010170865307	0.014817720731452206	0.8315248917535368	1.6765980739106443	0.09631110727843958	0.10394560035063787	0.59734987551275	0.2231434883125062	0.24583799257801933	0.29060990280800986	0.24040861630146462	100.00606989308119	347.2885668573342
