#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:resampled_10" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:resampled_10" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:resampled_10" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.resampled_10" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:resampled_10" name="distribution" x="@birthRate.t:resampled_10">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="RateACPrior.s:resampled_10" name="distribution">
#            <parameter id="rateAC.s:resampled_10" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.1" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:resampled_10" name="distribution">
#            <parameter id="rateAG.s:resampled_10" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.core.parameter.RealParameter">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:resampled_10" name="distribution">
#            <parameter id="rateAT.s:resampled_10" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:resampled_10" name="distribution">
#            <parameter id="rateCG.s:resampled_10" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:resampled_10" name="distribution">
#            <parameter id="rateGT.s:resampled_10" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.4" name="distr">
#                <parameter estimate="false" id="RealParameter.8" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.9" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@resampled_10" id="treeLikelihood.resampled_10" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:resampled_10">
#            <siteModel id="SiteModel.s:resampled_10" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:resampled_10" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:resampled_10" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:resampled_10" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:resampled_10" rateAC="@rateAC.s:resampled_10" rateAG="@rateAG.s:resampled_10" rateAT="@rateAT.s:resampled_10" rateCG="@rateCG.s:resampled_10" rateGT="@rateGT.s:resampled_10" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:resampled_10" lower="0.0" name="rateCT" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:resampled_10" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:resampled_10" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:resampled_10" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:resampled_10" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	rateAC	rateAG	rateAT	rateCG	rateGT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate
0	-5299.1708396212425	-5275.157905480142	-24.01293414110036	-5275.157905480142	1.0789077444223212	1.0	1.0	1.0	1.0	1.0	0.25	0.25	0.25	0.25	-8.108234503565194	1.0
1000	-1312.8829592699965	-1432.841268315694	119.95830904569739	-1432.841268315694	0.026209857636966996	1.5329122550367995	1.1346558774327267	1.0	1.0	0.8923499677918092	0.255446204252915	0.25	0.25	0.24455379574708502	136.3298894961516	22.38878828179654
2000	-1103.6461313215566	-1300.8717106622846	197.225579340728	-1300.8717106622846	0.01387235319590819	1.5329122550367995	1.249198907452211	0.4610526228685351	1.0	0.5873970465696242	0.255446204252915	0.25	0.25	0.24455379574708502	212.4770808448647	334.31995181156327
3000	-1091.5118724027695	-1289.7205260586763	198.20865365590686	-1289.7205260586763	0.010598373996174335	1.5329122550367995	1.6653297704524288	0.49209396538971883	1.0	0.5873970465696242	0.255446204252915	0.25162572585272247	0.25	0.24292806989436255	213.81911011915602	314.19202121952986
4000	-1038.2013477146138	-1253.1408911131675	214.9395433985537	-1253.1408911131675	0.007462349638947142	1.5329122550367995	1.6653297704524288	0.49209396538971883	1.0	0.5326457990597032	0.255446204252915	0.2512924879808384	0.25033323787188405	0.24292806989436255	230.45157262391047	471.954941384381
5000	-1034.9366632277877	-1230.6145751383763	195.67791191058862	-1230.6145751383763	0.017740843923955116	1.5329122550367995	1.6653297704524288	0.54161400312611	1.0	0.5326457990597032	0.2469373992973654	0.2664299897697721	0.25033323787188405	0.23629937306097842	211.2859828366915	329.7445170805349
6000	-996.5468688130461	-1203.7679739242667	207.2211051112206	-1203.7679739242667	0.013264071242639746	1.5329122550367995	1.6653297704524288	0.54161400312611	0.7110999152185958	0.5326457990597032	0.2296701436236662	0.2664299897697721	0.2676004935455833	0.23629937306097842	222.47639081409284	381.9659565252029
7000	-964.5736418479408	-1183.5179562731996	218.94431442525874	-1183.5179562731996	0.010235062732075214	1.5329122550367995	1.0966734251386754	1.0130945992035139	0.7110999152185958	0.5690647103642844	0.21974640007811788	0.27395979361078676	0.2676004935455833	0.2386933127655121	234.48283398415325	601.844760108612
8000	-967.7357129715654	-1181.0070093058257	213.2712963342603	-1181.0070093058257	0.014416565532295537	1.4700358958079478	1.3895406302783875	1.0170100007269298	0.7110999152185958	0.4077158742233259	0.21974640007811788	0.27395979361078676	0.2676004935455833	0.2386933127655121	228.6744090916298	429.55506857959585
9000	-983.4569859430296	-1188.4273207126957	204.97033476966615	-1188.4273207126957	0.017230046659625242	1.4700358958079478	1.257388045213553	1.0170100007269298	0.7110999152185958	0.3378555492386976	0.22577621807007187	0.2679299756188328	0.27355424183093197	0.23273956448016345	220.0863595704364	299.9664275534901
10000	-972.6841827933747	-1195.3122156086972	222.6280328153225	-1195.3122156086972	0.008768076157208765	1.4700358958079478	1.257388045213553	1.0170100007269298	0.7110999152185958	0.2850461461115377	0.22577621807007187	0.2679299756188328	0.27355424183093197	0.23273956448016345	237.5773076916878	736.5976620480665
11000	-961.9823799385936	-1193.4726079123936	231.49022797380013	-1193.4726079123936	0.011155829420526828	1.4700358958079478	1.4477054795079016	0.5161428505309779	0.7110999152185958	0.1807438118460663	0.22577621807007187	0.2679299756188328	0.27355424183093197	0.23273956448016345	245.445279231724	681.9382269147168
12000	-968.4300113803777	-1185.4378481882827	217.00783680790502	-1185.4378481882827	0.013679597348191646	1.4700358958079478	1.4477054795079016	0.5161428505309779	0.7110999152185958	0.1807438118460663	0.22577621807007187	0.2679299756188328	0.27355424183093197	0.23273956448016345	230.96288806582888	476.59091880372023
13000	-981.6428277079549	-1185.9379710570263	204.2951433490714	-1185.9379710570263	0.013778022783466744	1.4700358958079478	1.3033581328805657	0.5161428505309779	0.5153798381333449	0.34787982049981697	0.22197657334197554	0.27172962034692916	0.27355424183093197	0.23273956448016345	218.45655915774626	306.2722859418448
14000	-978.4796429618177	-1188.7921662377437	210.312523275926	-1188.7921662377437	0.016126167692886488	1.4349141139960626	1.1103421028030012	0.5161428505309779	0.4295471446124661	0.34787982049981697	0.22197657334197554	0.27172962034692916	0.27355424183093197	0.23273956448016345	224.10389391362617	357.9942832202677
15000	-981.7593816446958	-1179.431449169202	197.67206752450622	-1179.431449169202	0.01615597424106352	1.4349141139960626	1.1103421028030012	0.6136593570273909	0.5094642547204671	0.3756008647090061	0.22197657334197554	0.27172962034692916	0.27355424183093197	0.23273956448016345	211.88329047507222	289.6108145356037
16000	-972.6247101366071	-1179.833751700388	207.20904156378083	-1179.833751700388	0.013524515608697768	1.4349141139960626	1.8632691175937581	0.3670661179517022	0.5094642547204671	0.3946222589121557	0.22197657334197554	0.27172962034692916	0.26945686162777477	0.23683694468332064	221.4856635907047	423.90275109597684
17000	-961.8819941924776	-1172.2646901950689	210.38269600259133	-1172.2646901950689	0.014563921888119368	1.4349141139960626	1.1210954137104268	0.38981517550674644	0.303726595249667	0.3946222589121557	0.22082527101652136	0.2582157484296523	0.2756779941415539	0.24528098641227256	223.68703954408085	303.6325809439829
