"filename","clusters","entities"
"resampled_1.nex",13,22
"resampled_2.nex",11,18
"resampled_3.nex",9,18
"resampled_4.nex",11,19
"resampled_5.nex",12,26
"resampled_6.nex",10,17
"resampled_7.nex",10,19
"resampled_8.nex",9,17
"resampled_9.nex",10,24
"resampled_10.nex",10,17
