"filename","clusters","entities"
"resampled_1.nex",15,18
"resampled_2.nex",15,18
"resampled_3.nex",15,18
"resampled_4.nex",15,18
"resampled_5.nex",15,18
"resampled_6.nex",15,18
"resampled_7.nex",15,18
"resampled_8.nex",15,18
"resampled_9.nex",15,18
"resampled_10.nex",15,18
